respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12609508438,402519848,2021-04-27 12:49:00,2021-04-27 12:55:47,190.90.24.131,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Fue muy confusa por q es algo nuevo que nos toco empezar a aprender a vivir con eso,#Covid ,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Entendernos y darnos soporte emocional,50,100,50,no está seguro,Todo el tiempo,Ninguna de las anteriores,9,14 a 16 años,Bachiller,Mujer
12609506119,402519848,2021-04-27 12:33:19,2021-04-27 12:56:10,186.168.154.55,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,el dia que fui al colegio y no lleve los cuadernos que eran,#PornoEstarPendiente,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,0,100,Felicidad,Una vez,Lo que hago en las horas de clase,6,11 a 13 años,No se,Hombre
12609498712,402519848,2021-04-27 12:47:54,2021-04-27 12:53:04,186.81.100.47,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,cuando nos enseña a socializar nuestras cosas que hemos aprendido en el dia  ,saberes es aprender  ,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,60,82,Esperanza,Rara vez,Relación con los profesores,9,17 a 19 años,Bachiller,Hombre
12609497675,402519848,2021-04-27 12:32:31,2021-04-27 12:53:25,186.86.52.27,,,,,No,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"pues, yo compartiria cuando se hizo el proyecto de sembrando esperanza porq me parecio muy interesante y fue algo q hizo toda la institucion y el cierre me gusto mucho ",#proyectosembrandoesperanza ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Felicidad,Con frecuencia,El cuidado del medio ambiente,8,11 a 13 años,Bachiller,Mujer
12609496362,402519848,2021-04-27 12:41:52,2021-04-27 12:51:51,186.81.100.182,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Es emocionante que te enseñe y te tengan mucha paciencia ,#mejor instituto escolar,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,56,51,100,no está seguro,No se,El trabajo en equipo,6,11 a 13 años,No se,Mujer
12609496291,402519848,2021-04-27 12:39:02,2021-04-27 12:53:10,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"En las clases de tecnología siempre me gustó aprender más de eso, es decir que siempre quería saber más sobre la tecnología de como crear objetos tecnológicos",#tecnologia ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,21,100,100,no está seguro,No se,Tecnología y herramientas digitales,11,14 a 16 años,Bachiller,Mujer
12609495987,402519848,2021-04-27 12:32:32,2021-04-27 12:52:30,181.78.17.23,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,manejar plataformas digitales como zoom ,#zoom,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,63,50,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,8,11 a 13 años,Técnico,Mujer
12609494004,402519848,2021-04-27 12:45:22,2021-04-27 12:50:57,186.116.230.106,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Que No Quería Hacer Trabajo En Grupo,Y Quería Trabajar Solo Y Me Di Cuenta Que En Grupo Uno Aprende Más Con Las Personas Y Se Ayudan Entre Si",#Trabajo En Grupo,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,20,50,Indiferencia,Una vez,El trabajo en equipo,7,11 a 13 años,Bachiller,Hombre
12609493741,402519848,2021-04-27 12:39:52,2021-04-27 12:51:06,181.60.69.16,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Bueno la verdad mi experiensia es que he eprendido muchas cosas buenas que me van a servir toda mi vida,me a gustado mucho el aprendizaje y me ha enseñado a ser una buena compañera",Educacion y buena convivencia,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,92,100,Felicidad,Todo el tiempo,Liderazgo,6,11 a 13 años,Bachiller,Mujer
12609492985,402519848,2021-04-27 12:43:43,2021-04-27 12:51:33,186.86.52.161,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Pues mi experiencia era que aveces se me iba el Internet y cosas por el estilo y me atrasaba mucho con las actividades,#mal internet,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,10,100,100,Angustia/Miedo,Con frecuencia,Tecnología y herramientas digitales,10,14 a 16 años,Técnico,Hombre
12609492788,402519848,2021-04-27 12:32:44,2021-04-27 12:50:48,181.54.0.29,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"El año pasado llegó el covid y fue difícil adaptarme a las clases virtuales, pero pude superarlo y estoy mas feliz al entender los temas este año, además de que aprendí muchas cosas que se pueden hacer de manera virtual.",#podemoslograrlo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,49,51,50,Tristeza,Una vez,Tecnología y herramientas digitales,11,14 a 16 años,Bachiller,Mujer
12609492284,402519848,2021-04-27 12:45:39,2021-04-27 12:50:22,186.27.139.108,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Me enseñó a compartir con mis compañeros de una forma diferente, también se realizaron muchas clases de juegos y actividades en esta virtualidad",#amistad,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Esperanza,Con frecuencia,El trabajo en equipo,11,17 a 19 años,Bachiller,Mujer
12609492276,402519848,2021-04-27 12:41:58,2021-04-27 12:50:37,186.86.52.155,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Me dio curiosidad por aprender muchas cosas nuevas por ejemplo: aprender mas de informatica y muchas cosas mas,No,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,48,100,Tristeza,Todo el tiempo,El trabajo en equipo,6,11 a 13 años,Bachiller,Mujer
12609491089,402519848,2021-04-27 12:24:52,2021-04-27 12:49:33,181.53.97.2,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,El día que debí ir a representar el colegio en los juegos Superate y perdí el primer partido porque los del equipo no llevaron los documentos originales.,#PorNoEstarPendiante,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,34,95,92,Tristeza,Una vez,El trabajo en equipo,,,,
12609489011,402519848,2021-04-27 12:44:12,2021-04-27 12:49:13,191.92.36.254,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Estábamos en clase de sociales y nos pusimos a debatir, fue divertido porque veíamos las diapositivas. También me agradó y aprendí mucho porque nos enseñaba nuevas forma de aprender ",#hasthagdebatesenlinea,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,70,18,85,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,11,17 a 19 años,Técnico,Mujer
12609488545,402519848,2021-04-27 12:30:42,2021-04-27 12:49:15,186.81.100.106,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,para mi sembrando esperanzas fue una experiencia genial por que me ensayo a ser responsable a saber como se sembrar una planta como alimentarla ver su proceso fue muy lindo     ,cuidando las plantas ,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,98,Felicidad,No se,El cuidado del medio ambiente,7,11 a 13 años,No se,Mujer
12609487957,402519848,2021-04-27 12:37:05,2021-04-27 12:48:52,191.106.185.27,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Porque quiero salir bien preparado de mi bachillerato ,Educarte abre puertas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,55,100,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,10,14 a 16 años,Postgrado,Hombre
12609486958,402519848,2021-04-27 12:33:24,2021-04-27 12:48:50,186.81.100.198,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"una vez se me callo el internet y me quede mucho rato sin poder ver la clase, luego cuando logre ingresesar y fue muy dificil para mi porque me gusta anotar todo lo que explican y me perdi mucho lo cual me frustro.",#ClaroNoSirve,Me sentí confundido/no entendí nada,Mi país/el mundo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,45,50,50,Angustia/Miedo,Rara vez,Tecnología y herramientas digitales,11,17 a 19 años,Postgrado,Mujer
12609486944,402519848,2021-04-27 12:39:52,2021-04-27 12:52:00,200.6.178.19,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Me gustaria a prender la robotica como por ejemplo amar robots,#robotica,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,90,49,43,Satisfacción/orgullo,Con frecuencia,Alimentación,6,11 a 13 años,No se,Mujer
12609486418,402519848,2021-04-27 12:32:30,2021-04-27 12:48:59,181.78.17.23,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Me confundio un poco porque no entendia lo que estaba pasando y al enviar tambien un trabajo no me dejaba se me dificultaba mucho para poder enviar los trabajos  y al final de varios intentos me dejo enviarlos,#unamejorexperiencia,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,no está seguro,Rara vez,Cómo resolver conflictos,8,14 a 16 años,Bachiller,Mujer
12609486303,402519848,2021-04-27 12:32:40,2021-04-27 12:49:01,181.78.17.23,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"Mi experiencia me confundio  por que no sabia que estaba pasando, Yo estaba viendo clases normalmente el profe compartiendo pantalla de un momento a otro entro a la clase virtual una persona con intención de sabotear la clase y me confundio por que no sabia que era eso hasta que lo explico el profe",#porunañolibredesaboteadores,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,45,45,no está seguro,Rara vez,El trabajo en equipo,8,11 a 13 años,Bachiller,Hombre
12609485124,402519848,2021-04-27 12:34:00,2021-04-27 12:48:57,186.82.201.101,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,proyecto de el recorrido por el museo virtual por parte de los consejos consultivos ,#amemoselmuseo,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,81,59,51,Felicidad,Rara vez,Ninguna de las anteriores,11,14 a 16 años,Técnico,Mujer
12609484885,402519848,2021-04-27 12:27:25,2021-04-27 12:47:57,200.6.178.21,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más, Ese fe el 4 dia de clase Me enseñaron  materias nueva para mi  ,#Quiero volver  a la prencialidad,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,10,53,39,no está seguro,No se,Lo que hago en las horas de clase,10,14 a 16 años,Bachiller,Hombre
12609483938,402519848,2021-04-27 12:33:22,2021-04-27 12:49:59,186.81.100.153,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Fue una experiencia muy genial pues fuimos a un planetario en donde entramos en una carpa donde nos explicaron sobre el espacios mientras nos ponían imágenes ,#ElPlanetario,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,87,16,89,Felicidad,Rara vez,Innovación / creatividad,6,11 a 13 años,Bachiller,Hombre
12609483638,402519848,2021-04-27 12:41:08,2021-04-27 12:47:24,186.168.157.5,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Fue en la clase de química, pudimos aprender acerca del ph gracias a un juego, fue muy entretenido.",#EntretenimientoEducativo ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,60,10,50,Satisfacción/orgullo,Rara vez,La forma cómo los profesores enseñan,11,14 a 16 años,Técnico,Hombre
12609483302,402519848,2021-04-27 12:33:54,2021-04-27 12:47:33,186.86.52.103,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,,,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,40,38,50,no está seguro,No se,Liderazgo,8,14 a 16 años,No se,Hombre
12609482103,402519848,2021-04-27 12:39:33,2021-04-27 12:47:04,186.81.100.47,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,el año pasado iva bien pero no entendi muchops temas se perdieron  y muchos temas no se vieron  ene ste momento ya para 11 no me  siento apto nisiquiera pasa  sacar 200 puntos y lo q  emos visto este año y la amnera  no nos ayuda no se sie s solo mi caso ,#no idea o # sin sentido ,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,50,50,no está seguro,No se,La forma cómo los profesores enseñan,11,17 a 19 años,No se,Hombre
12609480730,402519848,2021-04-27 12:38:43,2021-04-27 13:56:02,190.29.167.193,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,En todas las clases con el profesor de sociales se aprende mucho y dan ganas de aprender más ,Motivación al aprender ,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,11,17,89,Satisfacción/orgullo,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,11,17 a 19 años,Bachiller,Mujer
12609480614,402519848,2021-04-27 12:32:45,2021-04-27 12:46:30,186.116.231.240,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,esta bien porque la virtualidad nos enseña aprender mas de los dispositivos ,#virtuallike,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,99,0,100,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,11,14 a 16 años,Bachiller,Hombre
12609480518,402519848,2021-04-27 12:27:55,2021-04-27 12:46:38,186.81.100.153,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Cuando comenzamos a entrar en clases online y ver la nueva plataforma que creo el colegio,#retornoaclasespresenciales,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,10,89,15,Esperanza,Con frecuencia,Innovación / creatividad,10,14 a 16 años,Universitario,Hombre
12609479920,402519848,2021-04-27 12:33:01,2021-04-27 12:47:17,186.168.149.162,,,,,Sí,VICHADA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,LAS FERIAS QUE HACE EL COLEGIO SON MUY DIVERTIDAS Y ME GUSTA PARTICIPAR EN ELLAS,#FERIAS,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,66,52,35,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,8,11 a 13 años,Universitario,Mujer
12609478508,402519848,2021-04-27 12:34:01,2021-04-27 12:45:49,186.81.100.42,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Creo que fueron muchos talleres que solo hacían era preocuparme y no aprendía nada,Más enseñanza,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,14,31,50,Indiferencia,Con frecuencia,Ninguna de las anteriores,8,14 a 16 años,Bachiller,Hombre
12609478086,402519848,2021-04-27 12:32:38,2021-04-27 12:45:54,186.168.129.192,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Aprendí con mis profesores y mis compañeros pero me gustaría convivir más con ellos,#juntos aprendemos,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,52,56,no está seguro,No se,Innovación / creatividad,11,14 a 16 años,Bachiller,Hombre
12609478033,402519848,2021-04-27 12:24:36,2021-04-27 12:46:37,200.116.194.171,,,,,No,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,cuando estaba en presencial me propuse a que seamos prudentes y responsables y sacar buenas notas ,#hashtag,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,30,50,Felicidad,Rara vez,El trabajo en equipo,8,14 a 16 años,No se,Hombre
12609477021,402519848,2021-04-27 12:32:33,2021-04-27 12:45:23,190.144.21.154,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"una experiencia muy chevere fue una que se llamo ""huertos por la paz"" en lo que me hizo compartir mas con mi familia",#familiasunidas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,60,70,70,Satisfacción/orgullo,No se,El cuidado del medio ambiente,11,14 a 16 años,Técnico,Hombre
12609476632,402519848,2021-04-27 12:24:21,2021-04-27 12:45:12,190.1.220.152,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Sembramos una planta ,#amoralasplantas,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,45,50,50,Esperanza,Rara vez,Lo que hago en mi tiempo libre,7,11 a 13 años,Técnico,Mujer
12609476108,402519848,2021-04-27 12:32:38,2021-04-27 12:45:00,181.78.17.23,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Me enseñó a utilizar más a fondo la modalidad virtual ,#virtualidad ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,93,56,87,Felicidad,Con frecuencia,Tecnología y herramientas digitales,11,14 a 16 años,Universitario,Mujer
12609476039,402519848,2021-04-27 12:32:39,2021-04-27 12:44:45,186.81.36.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"Estuve un poco confundida al empezar las clases,y es un poco dificil pero ahora ya me adapte un poco",#confundidaconlasclasesvirtuales,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,21,24,Angustia/Miedo,Con frecuencia,Tecnología y herramientas digitales,11,17 a 19 años,Bachiller,Mujer
12609474844,402519848,2021-04-27 12:34:32,2021-04-27 12:44:25,186.81.100.138,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Estuve acostumbrado siempre a ver clases en la institución de manera presencial y se me hizo muy difil además de que no m pareció a pesar de nueva manera de enseñar que no aprendí lo suficiente que lo hubiera hecho si hubiera estado ,#eduprecencial ,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,65,50,41,no está seguro,Con frecuencia,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Hombre
12609474434,402519848,2021-04-27 12:34:33,2021-04-27 12:45:50,186.170.71.244,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Nos Enseñó Que Tenemos Que Ser Más Fuertes Fuertes Y Disfrutar Cada Momento,#Juntos Hacemos Más,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,51,100,Satisfacción/orgullo,No se,El trabajo en equipo,11,14 a 16 años,Bachiller,Mujer
12609473358,402519848,2021-04-27 12:33:02,2021-04-27 12:44:00,190.1.253.218,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Que cuando estábamos en el colegio no valoramos a los profesores ni estudiantes y aprendí a valorar eso ,#valoratucolegio,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,81,50,50,Esperanza,No se,Relación con los profesores,11,17 a 19 años,Bachiller,Mujer
12609473311,402519848,2021-04-27 12:33:35,2021-04-27 12:43:48,186.27.146.143,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,el dia que fui a JUGAR escondite y me regañaron por pasarme a otro lado,#pornoestarpendiente,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,8,Tristeza,Una vez,Relación con los profesores,6,11 a 13 años,Bachiller,Mujer
12609473251,402519848,2021-04-27 12:37:07,2021-04-27 12:43:56,191.156.5.57,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"De los compañeros con los cuales interactuas aprendes cosas nuevas de ellos, de sus gustos y talentos se puede aprovechar para alimentar los nuestros, por parte de la escuela, no ha causado mucho está sensación pero algo es algo.",#ClasesSegurasPara2022,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,90,60,Satisfacción/orgullo,Con frecuencia,Relación con los compañeros,10,14 a 16 años,Universitario,Hombre
12609472842,402519848,2021-04-27 12:33:22,2021-04-27 12:46:02,191.156.47.98,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Entre a un nuevo grado ,#unnuevogrado,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,45,no está seguro,Rara vez,La forma como los profesores me evalúan,6,8 a 10 años,Bachiller,Mujer
12609472648,402519848,2021-04-27 12:33:22,2021-04-27 12:43:44,200.29.109.113,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Hacer una planta ,#amolasplantas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,84,21,85,Felicidad,Una vez,El trabajo en equipo,11,14 a 16 años,No se,Mujer
12609471949,402519848,2021-04-27 12:24:16,2021-04-27 12:43:56,186.116.229.208,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Si el año pasado no aprendí casi estuve muy confundido debido a clases virtuales,#clasespresenciales,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,41,71,Tristeza,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,10,14 a 16 años,Bachiller,Hombre
12609470975,402519848,2021-04-27 12:32:33,2021-04-27 12:43:15,200.29.124.51,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,El cambio de clases presencial a virtual me tenia un poco confundido por qué nunca había experimentado eso,#volver al colegio,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,60,50,0,no está seguro,Rara vez,La forma cómo los profesores enseñan,11,14 a 16 años,Bachiller,Hombre
