respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12593728363,402493917,2021-04-21 10:46:25,2021-04-21 10:51:30,181.129.164.228,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,"En el año pasado aprendí a mejorar la convivencia con mis compañeros,a socializarme mejor y vivir nuevas experiencias con amigos nuevos ",#amistadentretodos,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,55,55,Felicidad,,Lo que hago en las horas de clase,9,14 a 16 años,Bachiller,Mujer
12593727223,402493917,2021-04-21 10:45:05,2021-04-21 10:52:18,181.53.82.205,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,me gusto ver nuevas cosas con diferentes profesores diferentes formas de enseñar que todo el dia no estabamos hay si no que salimos hacer actividades ya fuera en el patio o en la biblioteca,#recuerdosbonitos,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,39,66,57,Felicidad,No se,Cómo resolver conflictos,9,14 a 16 años,No se,Mujer
12593726816,402493917,2021-04-21 10:38:56,2021-04-21 10:51:07,181.62.52.61,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,"La revista, en el tema del virus que me motivo a investigar mucho más ",#cienciassociales,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,72,100,Esperanza,No se,Ninguna de las anteriores,11,14 a 16 años,Bachiller,Hombre
12593725421,402493917,2021-04-21 10:42:22,2021-04-21 10:50:54,186.86.85.127,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te dio curiosidad por aprender más,respondí pero no tengo ninguna experiencia sobre ello.,#NADA,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,0,no está seguro,No se,Ninguna de las anteriores,7,14 a 16 años,Postgrado,Hombre
12593720978,402493917,2021-04-21 10:38:48,2021-04-21 10:49:06,181.62.52.100,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,,,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,,50,66,no está seguro,No se,Ninguna de las anteriores,11,14 a 16 años,No se,Hombre
12593720895,402493917,2021-04-21 10:39:00,2021-04-21 10:49:24,186.85.248.20,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"Me enseñó a saber escuchar y poder resolver y plantear problemas, también a saber redactar textos como lo fue en algunos momentos de la clase de Lenguaje",#sepamosescuchar,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,30,50,Angustia/Miedo,Con frecuencia,La forma cómo los profesores enseñan,11,17 a 19 años,No se,Hombre
12593719492,402493917,2021-04-21 10:40:58,2021-04-21 10:49:45,181.62.54.36,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"Me enseño algo nuevo,  en el colegio estamos en un aprendizaje constante, así que no tengo algo preciso, porque son muchas cosas. ",#learningmoreandmore,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,55,42,54,Satisfacción/orgullo,Con frecuencia,Liderazgo,11,14 a 16 años,Postgrado,Mujer
12593715420,402493917,2021-04-21 10:42:23,2021-04-21 10:47:28,191.102.198.140,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Que nos enseñó a estar más unidos con la situación qué pasó con el COVID 19 el año pasado ,#hasthagvirtualidad ,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,26,100,100,Esperanza,Rara vez,Ninguna de las anteriores,10,14 a 16 años,Postgrado,Hombre
12593714806,402493917,2021-04-21 10:27:51,2021-04-21 10:51:04,186.146.130.123,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,"el anterior año escolar despertó muchas emociones y curiosidad en mi ya que fue año muy fuerte por lo que se vive actualmente sin olvidar lo escolar, que en lo personal creo que no se brinda una educación completa es una u situación difícil para el aprendizaje",#REGRESOACLASE,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,98,51,79,Esperanza,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,10,14 a 16 años,Postgrado,Hombre
12593714510,402493917,2021-04-21 10:40:40,2021-04-21 10:47:20,181.56.153.187,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,La experiencia que comparto es que en el colegio reunia mucho con mis compañeros y en los descansos siempre conversábamos y reíamos  y pues eso me enseña que uno no va al colegio estrictamente aprender sino también a socializar ,#socializacionenelcolegio,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,62,100,11,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,11,14 a 16 años,Universitario,Hombre
12593713146,402493917,2021-04-21 10:39:43,2021-04-21 10:48:24,181.62.52.59,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,"no me gusta el sistema educativo, se me dice que debo de hacer cosas aunque la mayor parte del tiempo no me siento conforme en el como se llevan a cabo ciertas actividades.",el sistema educativo debe cambiar.,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,,2,100,100,Indiferencia,Con frecuencia,La forma cómo los profesores enseñan,11,14 a 16 años,Postgrado,Mujer
12593712248,402493917,2021-04-21 10:33:57,2021-04-21 10:49:31,186.82.126.143,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,Aprendi a cerrar mejor la tapa de las botallas: Estaba en clase de educación física y había un charco inmenso de agua resulta y acontece que mi tarro de agua se  había caído y pues la tapa estaba mal cerrada ,#Mi anécdota con agua ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,100,50,no está seguro,Rara vez,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Mujer
12593711564,402493917,2021-04-21 10:25:36,2021-04-21 10:47:45,190.108.76.134,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Palmira,te confundió,tuve que hacer un examen yen una pregunta conteste bien y me la califico como mal,#poneratencion,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,49,100,24,Rabia,Una vez,La forma como los profesores me evalúan,6,11 a 13 años,Técnico,Hombre
12593711557,402493917,2021-04-21 09:18:47,2021-04-21 10:50:05,190.240.216.187,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te dio curiosidad por aprender más,"Después de la jornada educativa, un tema de sociales (Estaba en 6°), me produjo curiosidad y me puse a investiga, entonces descubrí un gran tema",#Curiosidad,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,70,20,no está seguro,Con frecuencia,Ninguna de las anteriores,7,11 a 13 años,No se,Hombre
12593708271,402493917,2021-04-21 10:32:11,2021-04-21 10:45:45,181.62.53.109,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,cuando comenzaba la pandemia dieron 3 dias de descanso y todos estabamos emocionados porque no teniamos clase pero nadie sabia quie nos ibamos a ver dentro de mucho tiempo,#triste #inesperado,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,13,58,50,no está seguro,Rara vez,Relación con los compañeros,7,11 a 13 años,Bachiller,Hombre
12593707812,402493917,2021-04-21 10:21:22,2021-04-21 10:50:22,45.225.225.100,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Hubo un poco de problema al principio con la virtualidad pero despues poco a poco me fui acostumbrando y fui aprendiendo cosas nuevas de cada materia y de como se utilizaba las plataformas teams y zoom ya que tiempo atrás no sabia usarlas.   ,#aprendemosmas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,30,32,50,no está seguro,Rara vez,La forma como los profesores me evalúan,7,11 a 13 años,Bachiller,Mujer
12593707734,402493917,2021-04-21 10:40:08,2021-04-21 10:44:56,181.62.53.146,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Una experiencia es en Sena donde me gustó el tema de programación ,#AprendeProgramacion,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,30,80,10,Felicidad,Con frecuencia,Tecnología y herramientas digitales,11,14 a 16 años,Bachiller,Hombre
12593707590,402493917,2021-04-21 10:40:25,2021-04-21 10:44:57,186.27.206.214,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Gracias. Ala virtualidad se han aprendido cosas nuevas y desarrollado mucho más algunas habilidades que no estaban tan presentes ,#habilidadessobretodos,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,22,100,32,Satisfacción/orgullo,Todo el tiempo,Tecnología y herramientas digitales,10,14 a 16 años,Postgrado,Mujer
12593706458,402493917,2021-04-21 10:38:59,2021-04-21 10:44:29,190.108.77.193,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,Con la virtualidad todo se volvio muy confuso y aburridor por que se forzo a la virtualidad a ser como la presencialidad.,#Cambienlaeducación,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,0,100,0,Tristeza,Todo el tiempo,La forma como los profesores me evalúan,11,17 a 19 años,Bachiller,Hombre
12593706457,402493917,2021-04-21 10:39:47,2021-04-21 10:51:30,181.129.167.11,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,k,#f,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,4,4,100,Felicidad,Una vez,Liderazgo,7,11 a 13 años,Universitario,Hombre
12593704365,402493917,2021-04-21 10:35:28,2021-04-21 10:44:48,190.108.76.63,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,bueno estabamos dibujando con el plano cartesiano el profe nos dijo las ubicaciones las pusimos y luego trazamos y dibujamos una hoja de canada y me enzeño a dibujar con planos cartecianos,#planocartesiano,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,17,100,Felicidad,Con frecuencia,Innovación / creatividad,6,8 a 10 años,Universitario,Hombre
12593703767,402493917,2021-04-21 10:31:41,2021-04-21 10:43:49,181.60.88.106,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,me enseñaron muchas cosas nuevas las cuales yo no conocía antes,#Aprendizaje,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,48,70,70,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,7,14 a 16 años,Universitario,Hombre
12593703426,402493917,2021-04-21 10:22:35,2021-04-21 10:44:03,181.78.11.122,,,,,Sí,CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"Qué por más que estés solo, tienes compañeros en la cuál confiar, y profesores también.",#Compañeros,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,1,100,0,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,9,14 a 16 años,Universitario,Mujer
12593702341,402493917,2021-04-21 10:39:48,2021-04-21 10:43:11,191.156.47.206,,,,,Sí,CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Estábamos presencial y aprendimos más y virtual también aprendimos ya que nunca habíamos visto clase asi,#aprendizaje,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,98,60,84,Esperanza,Una vez,Cómo resolver conflictos,11,17 a 19 años,No se,Hombre
12593700823,402493917,2021-04-21 10:37:13,2021-04-21 10:44:41,181.53.199.144,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,"pues me dio la curiosidad de aprender mas, porque había una materias las cuales tenían unos temas muy interesantes, aparte entendí y creo que cuando uno entiende muy bien un tema le dan muchísimas mas ganas de aprender sobre este. ",#aprenderesdivertido,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,53,72,39,Felicidad,Rara vez,La forma cómo los profesores enseñan,10,14 a 16 años,Técnico,Mujer
12593699019,402493917,2021-04-21 10:38:06,2021-04-21 10:42:15,181.55.80.194,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"tuvimos muchísimos cambios en la manera en la que estábamos acostumbrados a llevar nuestra educación, también debido a la pandemia se perdió mucho el compañerismo y la empatía ",#pongamonosenloszapatosdelotro,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,Indiferencia,Todo el tiempo,El trabajo en equipo,10,14 a 16 años,Técnico,Mujer
12593696102,402493917,2021-04-21 10:32:49,2021-04-21 10:41:51,200.6.187.131,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"Nos enseñaron muchas cosas en matemáticas,  por ejemplo porcentajes, raíz cuadrada, etc.",Aprendizajes matematicos,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,25,80,Felicidad,Con frecuencia,Innovación / creatividad,7,11 a 13 años,Técnico,Hombre
12593695597,402493917,2021-04-21 10:36:05,2021-04-21 10:42:52,181.50.55.248,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,que a pesar de todo tenemos que seguir con nuestro aprendizaje ,#aprendemosdondesea,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,80,100,81,no está seguro,No se,Cómo resolver conflictos,,,,
12593692276,402493917,2021-04-21 10:24:21,2021-04-21 10:41:16,181.62.53.221,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"El año pasado tuve muchas experiencias de las cuales aprendí algo nuevo, principalmente porque al ser una persona activa, me involucré en diferentes proyectos realizados en la institución en el campo cultural, sana convivencia, etc., y algo que aprendí fue que cooperar con los demás estudiantes, fue un reto que me puso a prueba, ya que he sido una persona muy independiente, pero aprendí que si se puede mantener una buena convivencia y un liderazgo colectivo cuando se sabe trabajar de la mejor manera.",#Juntos_podemos_crear_el_cambio,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,60,40,75,Satisfacción/orgullo,Con frecuencia,El trabajo en equipo,10,14 a 16 años,Universitario,Hombre
12593690747,402493917,2021-04-21 10:21:17,2021-04-21 10:41:26,181.53.96.136,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,iniciamos una pandemia de la nada y eso nos confundió a todos ,#pandemia #cuarentena #coronavirus,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,85,50,Tristeza,Todo el tiempo,Relación con la familia,7,11 a 13 años,Técnico,Hombre
12593690431,402493917,2021-04-21 10:27:32,2021-04-21 10:41:22,190.108.77.39,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Palmira,te enseñó algo nuevo,Que cada día se va al colegio para aprender algo nuevo y eso me sirve para la vida y eso se aprende en cada materia ,No,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,70,50,90,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,Universitario,Hombre
12593690324,402493917,2021-04-21 10:32:44,2021-04-21 10:40:53,181.60.127.56,,,,,No,CAUCA,Colegio Comfandi Yumbo,te confundió,Aunque me enseñó cosas nuevas también me confundieron. ,Enseñando al confundido,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,23,75,18,no está seguro,Con frecuencia,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Mujer
12593689953,402493917,2021-04-21 10:22:13,2021-04-21 10:40:49,190.159.210.253,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,"Sobre todo en la clase de sociales me pasa que el profe explica un tema y a veces ese tema me parecee mas interesante, lo cual me da curiosidad de saber, como que mas puedo aprender de eso.",#meinteresalascienciassocialesXD,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,70,51,46,no está seguro,Una vez,Mi aporte a la humanidad/al mundo/a los demás,7,11 a 13 años,Postgrado,Hombre
12593689546,402493917,2021-04-21 10:35:16,2021-04-21 10:39:11,181.62.53.99,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Programación en tecnología me enseñó muchas cosas y despertó un nuevo interés en mi por la tecnología ,#desarrollandohabilidades,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,51,52,67,Satisfacción/orgullo,Con frecuencia,Tecnología y herramientas digitales,10,14 a 16 años,Universitario,Mujer
12593689335,402493917,2021-04-21 10:33:45,2021-04-21 10:39:15,181.54.96.153,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,Hacia labor social en biblioteca y al tener tantos libros a mi alrededor me interesaron más ,#labibliotecaescool,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,no está seguro,No se,Lo que hago en las horas de clase,10,14 a 16 años,Bachiller,Mujer
12593688807,402493917,2021-04-21 10:23:12,2021-04-21 10:40:54,186.80.79.68,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,"Aprendí mas funciones en Word y Excel que no conocía, descargue aplicaciones en mi celular que me ayudan con la mayoría de trabajos en lo básico y poder realizarlos bien  y hasta mejor presentados. ",#Renovacion ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,64,100,61,no está seguro,Con frecuencia,Innovación / creatividad,9,14 a 16 años,Bachiller,Mujer
12593688358,402493917,2021-04-21 10:24:07,2021-04-21 10:39:33,181.60.123.181,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,Estabamos en coase normal y nos dijieron que no vinieramos el día siguiente debido al covid y hace un año que no volvemos al colegio,Una eveneto inesperado,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,30,91,86,no está seguro,Rara vez,Ninguna de las anteriores,10,14 a 16 años,Bachiller,Hombre
12593687242,402493917,2021-04-21 10:24:06,2021-04-21 10:38:33,181.60.52.76,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,las clases virtuales ,#confucionenclasesvirtuales ,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,12,96,55,Angustia/Miedo,No se,Tecnología y herramientas digitales,10,14 a 16 años,Bachiller,Mujer
12593685052,402493917,2021-04-21 10:24:05,2021-04-21 10:38:34,186.81.194.169,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,"Honestamente, no recuerdo ninguna experiencia interesante que me halla sucedido en el anterior año",No estoy muy seguro que poner,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,20,50,50,no está seguro,No se,Lo que hago en mi tiempo libre,9,14 a 16 años,Bachiller,Hombre
12593684960,402493917,2021-04-21 10:28:55,2021-04-21 10:38:05,190.240.226.191,,,,,Sí,CAUCA,Colegio Comfandi Palmira,te dio curiosidad por aprender más,LAs materias y actividades eran vastante interesantes y divertidas y aprendia mas rapido que el otro colegio,#LaMeejorEcuela,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,64,50,99,Felicidad,Todo el tiempo,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Hombre
12593683673,402493917,2021-04-21 10:28:44,2021-04-21 10:37:28,181.78.11.132,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te confundió,"la virtualidad se me dificulta mucho la verdad y pues con mi familia hemos tomado la decisión que para el otro año electivo no seguire en el colegio, porque para que pagar una mensualidad tan alta y todo para que nuestra educación sea igual al de un colegio publico  ",#presencialidadparadecimo,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,50,50,Tristeza,Todo el tiempo,Innovación / creatividad,10,14 a 16 años,Técnico,Mujer
12593683092,402493917,2021-04-21 10:25:06,2021-04-21 10:38:03,186.147.161.113,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,"ocurrió en el área de lenguaje, cuándo estabamos abordando el tema de la poesía, que si de por sí me interesaba ya bastante, y sabía varias cosas al respecto, descubrí otras que no sabía, y eso me hizo querer aprender mas al respecto",#SinoEscribesEncarcelasATuAlma,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,25,30,91,Felicidad,Rara vez,Innovación / creatividad,10,14 a 16 años,Postgrado,Mujer
12593682119,402493917,2021-04-21 10:12:16,2021-04-21 10:37:14,181.62.53.144,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,nuevos conocimientos,#saberes,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,0,no está seguro,Todo el tiempo,La forma cómo los profesores enseñan,11,17 a 19 años,Bachiller,Hombre
12593682052,402493917,2021-04-21 10:15:52,2021-05-04 11:08:16,181.58.6.10,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Tuluá,te enseñó algo nuevo,El año pasado e aprendido mucho más sobre las herramientas tecnológicas y como usarlas ya se mucho más sobre lo tecnológico gracias a la virtualidad,#tecnologíayvirtualidad,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,Esperanza,Con frecuencia,Tecnología y herramientas digitales,7,11 a 13 años,Bachiller,Mujer
12593681944,402493917,2021-04-21 10:21:17,2021-04-21 10:37:12,181.62.53.192,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te dio curiosidad por aprender más,hablar sobre un tema interesante que me gusto y seguir investigando sobre el tema,#INTERESANTE,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,49,48,66,Felicidad,No se,Lo que hago en mi tiempo libre,7,11 a 13 años,No se,Hombre
12593680206,402493917,2021-04-21 10:25:33,2021-04-21 10:36:23,181.78.11.132,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Yumbo,te enseñó algo nuevo,Una vez comprando en la cafetería me di cuenta de que se me había quedado el dinero en la casa cuando tiempo antes de ir al colegio mi madre me había dicho que no se me fuera a olvidar y de ese momento aprendí la importancia de la obediencia y organización personal. ,#desordenado,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,17,84,21,Angustia/Miedo,Rara vez,Alimentación,10,14 a 16 años,Bachiller,Hombre
